Moisture,CDS,Humidity,Temperature
443,505,57,27
450,508,57,27
445,510,57,27
443,512,57,27
443,513,57,27
442,515,57,27
439,518,57,27
440,519,57,27
446,522,57,27
441,523,57,27
439,525,57,27
459,527,57,27
449,528,57,27
446,531,57,28
444,541,57,28
440,542,57,27
440,545,57,28
440,547,57,28
438,549,57,28
437,550,57,28
438,552,57,28
435,555,57,28
437,557,57,28
436,559,58,28
432,562,58,28
439,564,58,28
444,566,58,28
441,568,58,28
437,570,58,28
434,572,59,28
440,575,59,28
441,577,59,28
447,579,59,28
446,581,59,28
441,584,59,28
439,586,60,28
439,588,60,28
439,590,60,28
441,592,60,28
441,595,60,28
439,597,60,28
441,599,60,28
438,602,60,28
444,604,60,28
433,606,61,28
441,608,61,28
435,610,61,28
443,613,61,28
436,615,62,28
441,618,62,28
431,620,62,28
445,622,62,28
443,625,62,28
436,627,62,28
436,630,62,28
434,632,63,28
435,634,63,28
438,636,63,28
443,639,63,28
436,641,63,28
431,644,63,28
438,646,64,28
437,649,64,28
439,651,64,28
438,653,64,28
443,656,64,28
439,659,64,28
433,661,64,28
434,663,64,28
432,666,64,28
434,668,64,28
436,671,64,28
439,674,64,28
442,676,64,28
442,679,64,28
441,681,64,28
439,684,64,28
438,686,64,28
435,689,64,28
437,691,64,28
440,694,64,28
436,697,64,28
439,699,64,28
437,702,65,28
438,704,64,28
440,707,65,28
432,711,64,28
439,713,64,28
437,715,64,28
440,718,64,28
442,721,64,28
440,724,65,28
433,727,65,28
440,729,65,28
438,732,65,28
434,735,65,28
434,738,65,28
439,741,65,28
435,743,65,28
429,745,65,28
435,749,65,28
435,752,65,28
428,753,65,28
438,757,65,28
435,759,65,28
428,762,65,28
434,765,65,28
434,767,65,28
441,771,65,28
433,773,66,28
436,776,66,28
435,779,66,28
434,781,66,28
430,783,66,28
436,786,66,28
437,789,66,28
434,791,66,28
435,795,65,28
440,796,65,28
435,798,65,28
433,802,65,28
428,804,65,28
441,806,65,28
436,809,65,28
429,812,65,28
431,814,65,28
437,817,65,28
430,819,66,28
429,821,66,28
434,824,66,28
434,826,66,28
425,829,66,28
431,830,66,28
432,833,66,28
429,835,66,28
432,838,66,28
432,839,66,28
433,842,66,28
437,844,66,28
434,845,66,28
433,847,66,28
427,849,66,28
431,852,66,28
433,854,66,28
428,855,66,28
433,858,66,28
431,859,66,28
426,861,66,28
434,863,66,28
432,864,66,28
432,866,66,28
434,868,66,29
432,870,66,28
432,872,66,29
430,873,67,29
441,875,67,29
427,876,67,29
439,878,67,29
432,879,67,29
431,881,67,29
430,884,67,29
428,884,67,29
439,886,67,29
431,887,66,29
434,889,66,29
432,890,67,29
444,892,67,29
435,893,67,29
434,894,67,29
440,896,67,29
435,897,67,29
431,898,67,29
433,901,67,29
424,901,67,29
434,903,67,29
430,903,67,29
435,905,67,29
431,906,67,29
426,906,67,29
431,907,67,29
437,909,67,29
426,910,67,29
433,911,67,29
441,911,67,29
430,913,67,29
434,914,67,29
431,914,67,29
425,915,67,29
431,918,67,29
437,918,67,29
430,919,67,29
430,920,67,29
430,920,67,29
429,922,67,29
432,922,66,29
430,922,66,29
429,923,66,29
431,923,66,29
426,924,66,29
434,925,66,29
429,926,66,29
430,926,67,29
430,926,67,29
422,927,67,29
433,928,67,29
429,930,67,29
426,930,67,29
432,929,66,29
421,930,66,29
432,931,66,29
429,933,66,29
428,932,66,29
426,932,66,29
429,932,67,29
428,934,67,29
427,934,67,29
426,934,67,29
428,936,67,29
428,935,67,29
432,936,67,29
434,937,67,29
435,938,66,29
428,939,66,29
431,939,66,29
420,938,67,29
430,940,67,29
435,940,67,29
423,941,67,29
429,942,67,29
425,941,66,29
433,942,66,29
424,940,66,29
429,942,67,29
428,941,67,29
422,941,67,29
428,942,67,29
433,943,67,29
436,943,67,29
433,944,67,29
435,944,67,29
433,945,67,29
428,945,67,29
431,946,67,29
430,946,67,29
430,946,67,29
423,946,67,29
433,948,67,29
431,947,67,29
429,947,67,29
434,948,67,29
429,948,67,29
419,948,67,29
427,949,67,29
433,949,67,29
429,949,67,29
427,949,67,29
429,949,67,29
429,950,67,29
430,950,67,29
440,950,67,29
428,950,67,29
422,950,67,29
430,950,67,29
427,950,67,29
419,950,67,29
427,950,67,29
437,951,67,29
434,950,67,29
428,951,67,29
425,951,67,29
429,951,67,29
430,953,67,29
426,951,67,29
423,951,67,29
426,952,67,29
429,952,67,29
426,952,67,29
420,952,67,29
430,953,67,29
428,953,67,29
426,952,67,29
427,952,67,29
429,953,67,29
425,952,67,29
423,953,67,29
427,953,67,29
426,954,67,29
431,954,67,29
430,954,67,29
433,954,67,29
433,955,67,29
428,954,67,29
430,954,67,29
431,954,67,29
427,955,67,29
424,954,67,29
419,954,67,29
425,954,67,29
424,954,67,29
425,953,67,29
429,955,67,29
419,955,67,29
424,955,67,29
435,956,67,29
424,955,67,29
417,443,67,29
424,440,67,29
432,444,67,29
424,444,67,29
420,441,67,29
427,441,67,29
428,444,67,29
417,445,67,29
426,445,67,29
432,442,67,29
424,443,67,29
420,443,67,29
424,443,67,29
426,443,67,29
421,443,67,29
422,444,67,29
429,444,67,29
426,444,67,29
423,444,67,29
419,445,67,29
422,444,67,29
419,445,67,29
415,445,67,29
421,445,67,29
424,446,67,29
415,445,68,29
422,446,67,29
421,446,67,29
421,446,67,29
430,446,67,29
418,446,67,29
428,446,67,29
416,446,67,29
422,446,67,29
420,446,67,29
421,447,67,29
424,447,67,29
422,447,67,29
423,447,67,29
424,447,67,29
421,447,67,29
428,447,67,29
420,447,67,29
423,447,67,29
426,447,67,29
423,447,67,29
424,448,67,29
414,448,67,29
425,448,67,29
422,448,67,29
424,448,67,29
421,448,67,29
424,448,67,29
434,448,67,29
433,448,67,29
423,448,67,29
419,448,67,29
424,448,67,29
425,449,67,29
425,449,67,29
419,449,67,29
432,448,67,29
421,449,67,29
425,449,67,29
425,449,67,29
421,449,67,29
420,449,67,29
431,449,67,29
422,449,67,29
422,450,67,29
418,450,67,29
425,449,67,29
417,449,67,29
426,449,67,29
420,450,67,29
421,449,67,29
422,450,67,29
416,450,67,29
425,450,67,29
414,450,67,29
421,450,67,29
420,450,67,29
423,450,67,29
421,450,67,29
425,450,67,29
422,450,67,29
421,450,66,29
425,450,66,29
415,450,67,29
421,450,67,29
421,450,67,29
421,450,67,29
422,450,67,29
422,450,67,29
413,450,67,29
426,450,67,29
423,450,67,29
439,450,67,29
418,451,67,29
420,451,67,29
421,451,67,29
421,451,67,29
424,453,67,29
422,453,67,29
426,452,67,29
422,452,67,29
420,453,67,29
427,453,67,29
423,452,67,29
425,452,67,29
423,453,67,29
425,453,67,29
424,453,67,29
417,453,67,29
421,453,67,29
421,453,67,29
421,452,67,29
426,452,67,29
422,452,67,29
421,452,67,29
421,452,67,29
424,452,67,29
424,452,67,29
424,452,67,29
423,452,67,29
424,452,67,29
422,452,67,29
418,452,67,29
427,452,67,29
412,452,67,29
428,453,67,29
412,452,67,29
425,452,67,29
418,453,67,29
421,453,67,29
420,452,67,29
412,453,67,29
419,453,67,29
418,453,67,29
410,453,67,29
427,453,67,29
413,460,67,29
421,453,67,29
418,899,67,29
424,946,67,29
421,949,67,29
416,950,67,29
422,952,67,29
423,951,67,29
416,952,67,29
421,952,67,29
420,951,67,29
421,952,67,29
417,952,67,29
413,952,67,29
420,953,67,29
418,953,67,29
419,952,67,29
418,951,67,29
418,952,67,29
419,952,67,29
421,952,68,29
418,952,68,29
416,952,68,29
411,952,68,29
416,952,68,29
417,953,68,29
420,953,68,29
422,952,68,29
420,953,68,29
417,952,68,29
416,952,68,29
414,951,68,29
415,953,67,29
417,953,67,29
416,947,67,29
415,945,67,29
413,943,67,29
415,953,67,29
413,952,67,29
418,953,67,29
418,952,67,29
421,953,68,29
422,953,67,29
424,387,67,29
422,385,67,29
422,394,67,29
423,394,68,29
420,395,68,29
417,396,68,29
410,396,68,29
420,396,68,29
423,396,68,29
421,401,68,29
422,399,68,29
419,460,68,29
423,397,68,29
423,393,68,29
418,373,68,29
422,374,68,29
422,373,68,29
419,409,68,29
421,367,68,29
418,367,68,29
420,367,68,29
420,368,68,29
421,367,68,29
413,373,68,29
415,367,68,29
416,368,68,29
418,396,68,29
419,367,68,29
420,367,68,29
420,367,68,29
421,367,68,29
416,367,68,29
417,367,68,29
417,367,68,29
421,367,68,29
419,367,68,29
420,367,68,29
417,367,68,29
415,367,68,29
414,367,68,29
411,368,68,29
416,368,68,29
417,368,68,29
421,368,68,29
421,368,68,29
416,368,68,29
414,368,68,29
414,368,68,29
417,368,68,29
422,368,68,29
416,942,68,29
417,949,68,29
417,949,68,29
413,958,68,29
412,959,68,29
412,960,68,29
410,959,68,29
410,960,68,29
410,962,68,29
406,962,68,29
409,963,68,29
415,963,68,29
411,964,68,29
417,964,68,29
422,964,68,29
416,964,68,29
420,964,68,29
419,964,68,29
417,964,68,29
413,963,68,29
415,963,68,29
418,964,68,29
421,963,68,29
414,963,68,29
410,963,68,29
414,964,68,29
413,965,68,29
421,963,68,29
412,963,68,29
415,964,68,29
418,964,68,29
415,963,68,29
417,964,68,29
419,964,68,29
411,964,68,29
414,964,68,29
414,963,68,29
415,963,68,29
414,964,68,29
411,964,68,29
419,964,68,29
411,963,68,29
415,963,68,29
415,964,68,29
407,963,68,29
419,964,68,29
412,964,68,29
416,964,68,29
414,964,68,29
407,964,68,29
416,964,68,29
416,964,68,29
414,964,68,29
420,964,68,29
415,964,68,29
419,963,68,29
417,964,68,29
417,963,68,29
415,964,68,29
415,964,68,29
413,964,68,29
412,963,68,29
417,965,68,29
416,963,68,29
417,963,68,29
416,964,68,29
414,964,68,29
421,964,68,29
414,963,68,29
425,964,69,29
424,963,69,29
426,964,69,29
417,964,69,29
418,964,69,29
415,964,69,29
416,964,69,29
417,964,69,29
418,964,69,29
415,964,69,29
418,964,69,29
410,963,69,29
417,963,69,29
415,963,69,29
420,964,69,29
422,964,68,29
417,963,69,29
416,964,68,29
417,964,68,29
415,963,68,29
420,965,68,29
417,963,68,29
415,963,68,29
418,963,68,29
411,963,68,29
413,963,68,29
420,964,68,29
413,964,68,29
414,964,68,29
430,963,68,29
415,963,69,29
422,964,69,29
414,964,69,29
416,964,69,29
416,963,69,29
416,963,69,29
420,965,69,29
416,963,69,29
414,964,69,29
411,964,69,29
415,963,69,29
415,963,69,29
409,963,69,29
417,964,69,29
413,964,69,29
414,963,69,29
407,963,69,29
415,964,69,29
415,963,69,29
414,963,69,29
414,964,69,29
414,963,69,29
422,964,69,29
416,964,69,29
411,964,69,29
413,964,69,29
416,964,69,29
418,964,69,29
414,964,69,29
407,962,69,29
413,962,69,29
414,963,69,29
415,963,69,29
418,962,69,29
414,963,69,29
409,963,69,29
407,963,69,29
412,964,69,29
416,964,69,29
413,964,69,29
415,964,69,29
423,964,69,29
414,964,69,29
414,964,69,29
408,963,69,29
411,964,69,29
414,964,69,29
412,964,69,29
412,964,69,29
411,964,69,29
412,964,69,29
414,964,69,29
419,965,69,29
413,964,69,29
419,965,69,29
419,964,69,29
417,964,69,29
417,965,69,29
419,964,69,29
415,964,69,29
412,964,69,29
411,962,69,29
411,963,69,29
405,963,69,29
405,963,69,29
412,964,69,29
412,964,69,29
412,963,69,29
415,964,69,29
416,965,69,29
422,965,69,29
417,965,69,29
420,965,69,29
413,964,69,29
414,964,69,29
407,964,69,29
420,964,69,29
413,964,69,29
418,964,69,29
420,964,69,29
419,964,69,29
413,964,69,29
410,964,69,29
409,963,69,29
417,965,69,29
420,964,69,29
414,964,69,29
412,964,69,29
412,963,69,29
413,964,69,29
417,965,69,29
414,964,69,29
414,964,69,29
413,965,69,29
407,964,69,29
414,964,69,29
417,965,69,29
416,964,69,29
412,964,69,29
409,964,69,29
414,965,69,29
419,964,69,29
415,964,69,29
408,964,69,29
414,964,69,29
419,965,69,29
414,964,69,29
413,964,69,29
409,964,69,29
414,965,69,29
420,964,69,29
415,964,69,29
416,965,69,29
415,965,69,29
408,965,69,29
414,964,69,29
416,966,69,29
421,966,69,29
416,965,69,29
410,965,69,29
406,964,69,29
413,965,69,29
417,965,69,29
415,965,69,29
415,965,69,29
413,965,69,29
409,964,69,29
409,964,69,29
414,964,69,29
414,964,69,29
416,964,69,29
421,963,69,29
420,963,69,29
416,963,69,29
412,963,69,29
410,963,69,29
417,964,69,29
418,964,69,29
422,964,69,29
417,964,69,29
414,964,69,29
408,964,69,29
416,964,69,29
421,965,69,29
418,962,69,29
416,963,69,29
412,961,69,29
419,960,69,29
419,962,69,29
416,964,69,29
429,964,69,29
430,964,69,29
427,964,69,29
421,964,69,29
423,964,69,29
422,962,69,29
415,961,69,29
420,963,69,29
430,963,69,29
420,964,69,29
420,964,69,29
424,964,69,29
418,964,69,29
419,965,69,29
421,964,69,29
420,965,69,29
421,965,69,29
422,965,69,29
426,964,69,29
417,965,69,29
418,965,69,29
424,964,69,29
419,964,69,29
413,964,69,29
416,965,69,29
421,965,69,29
422,963,69,29
419,965,69,29
420,965,69,29
419,964,69,29
416,964,69,29
413,964,69,29
414,963,69,29
413,964,69,29
414,964,69,29
409,962,69,29
407,963,69,29
406,962,69,29
407,963,69,29
406,963,69,29
406,963,69,29
408,963,69,29
410,963,69,29
407,963,69,29
412,963,69,29
412,963,69,29
413,965,69,29
416,964,69,29
418,963,69,29
418,964,69,29
415,964,69,29
412,964,69,29
411,964,69,29
409,963,69,29
406,964,69,29
410,963,69,29
412,963,69,29
418,964,69,29
416,964,69,29
416,963,69,29
413,965,69,29
414,963,69,29
411,963,69,29
416,963,69,29
418,963,69,29
417,964,69,29
420,963,69,29
421,964,69,29
418,963,69,29
416,964,69,29
414,963,69,29
412,963,69,29
407,963,69,29
405,963,69,29
411,963,69,29
416,964,69,29
417,963,69,29
413,963,69,29
410,963,69,29
410,964,69,29
426,964,69,29
412,962,69,29
406,962,69,29
409,963,69,29
410,961,69,29
414,962,69,29
419,963,69,29
418,962,69,29
418,963,69,29
418,963,69,29
414,962,69,29
409,962,69,29
412,962,69,29
421,963,69,29
412,962,69,29
406,962,69,29
411,963,69,29
413,962,69,29
407,962,69,29
416,962,69,29
413,962,69,29
407,962,69,29
412,963,69,29
412,962,69,29
404,962,69,29
414,963,69,29
413,962,69,29
407,962,69,29
410,962,69,29
418,962,69,29
413,961,69,29
406,962,69,29
411,962,69,29
412,962,69,29
415,963,69,29
412,962,69,29
412,962,69,29
403,962,69,29
414,962,69,29
412,961,69,29
405,962,69,29
410,963,69,29
411,963,69,29
412,962,69,29
411,963,69,29
402,961,69,29
410,962,69,29
414,964,69,29
416,963,69,29
412,963,69,29
411,962,69,29
402,962,69,29
411,963,69,29
405,961,69,29
410,962,69,29
411,962,69,29
418,963,69,29
411,962,69,29
410,963,69,29
406,962,69,29
407,962,69,29
410,962,69,29
410,962,69,29
416,962,69,29
419,963,69,29
411,962,69,29
412,963,69,29
411,962,69,29
414,961,69,29
407,962,69,29
404,963,69,29
411,962,69,29
404,962,69,29
416,963,69,29
411,963,69,29
409,962,69,29
405,962,69,29
408,962,69,29
403,962,69,29
404,961,69,29
426,962,69,29
411,962,69,29
411,961,69,29
410,961,69,29
410,962,69,29
409,962,69,29
410,963,69,29
409,963,69,29
409,963,69,29
410,962,69,29
407,963,69,29
410,964,69,29
414,962,69,29
405,962,69,29
408,962,69,29
406,963,70,29
407,962,70,29
407,962,70,29
410,962,70,29
410,963,70,29
411,962,70,29
412,963,69,29
413,964,69,29
418,964,70,29
410,963,70,29
412,964,70,29
412,963,70,29
406,963,70,29
410,962,70,29
410,964,70,29
411,963,70,29
410,963,70,29
411,964,70,29
413,965,70,29
419,964,70,29
414,964,70,29
415,964,70,29
414,964,70,29
410,963,70,29
410,963,70,29
408,963,70,29
411,964,70,29
412,964,70,29
414,964,70,29
418,964,70,29
414,964,70,29
414,964,70,29
412,964,70,29
410,965,70,29
411,964,70,29
412,964,70,29
408,964,70,29
406,964,70,29
412,964,70,29
414,965,70,29
415,966,70,29
418,965,70,29
418,965,70,29
421,965,70,29
420,965,70,29
419,965,70,29
420,964,70,29
413,964,70,29
414,964,70,29
412,964,70,29
410,964,70,29
413,965,70,29
412,964,70,29
416,964,70,29
413,965,70,29
413,965,70,29
414,964,70,29
414,965,70,29
412,964,70,29
421,964,70,29
423,964,70,29
413,964,70,29
413,964,70,29
415,965,70,29
412,965,70,29
413,964,70,29
413,965,70,29
414,964,70,29
417,965,70,29
413,965,70,29
412,965,70,29
413,965,70,29
410,965,70,29
409,965,70,29
405,963,70,29
407,965,70,29
410,965,70,29
406,964,70,29
405,964,70,29
409,965,70,29
408,964,70,29
406,964,70,29
404,965,70,29
404,964,70,29
403,965,70,29
406,964,70,29
406,965,70,29
413,964,70,29
415,965,70,29
419,965,70,29
419,965,70,29
419,965,70,29
417,965,70,29
414,965,70,29
412,965,70,29
412,965,70,29
407,964,70,29
408,965,70,29
413,965,70,29
415,965,70,29
421,964,70,29
414,964,70,29
415,965,70,29
414,964,70,29
414,964,70,29
414,965,70,29
414,965,70,29
415,964,70,29
420,964,70,29
422,965,70,29
419,964,70,29
418,964,70,29
422,963,70,29
420,964,70,29
418,965,70,29
419,964,70,29
420,964,70,29
417,963,70,29
416,963,70,29
411,963,70,29
414,964,70,29
413,965,70,29
413,964,70,29
413,965,70,29
414,964,70,29
412,965,70,29
418,965,70,29
415,964,70,29
414,965,70,29
414,965,70,29
414,964,70,29
412,964,70,29
410,964,70,29
414,964,70,29
416,964,70,29
415,965,70,29
412,964,70,29
414,964,70,29
419,965,70,29
412,964,70,29
416,964,70,29
414,963,70,29
407,963,70,29
414,964,70,29
417,964,70,29
422,963,70,29
415,963,70,29
415,965,70,29
420,965,70,29
416,964,70,29
414,964,70,29
420,964,70,29
416,964,70,29
413,964,70,29
415,964,70,29
419,965,70,29
419,964,70,29
414,965,70,29
416,965,70,29
421,965,70,29
415,965,70,29
417,964,70,29
420,963,70,29
415,964,70,29
417,965,70,29
412,964,70,29
421,965,70,29
419,965,70,29
415,964,70,29
417,964,70,29
424,965,70,29
416,964,70,29
413,963,70,29
417,965,70,29
423,966,70,29
417,964,70,29
417,965,70,29
417,964,70,29
420,964,70,29
414,964,70,29
420,964,70,29
424,964,70,29
415,964,70,29
417,964,70,29
419,964,70,29
414,965,70,29
419,965,70,29
421,965,70,29
419,964,70,29
417,965,70,29
416,965,70,29
420,964,70,29
419,965,70,29
412,964,70,29
417,964,70,29
419,964,70,29
409,964,70,29
422,964,70,29
419,964,70,29
415,965,70,29
416,966,70,29
417,965,70,29
424,966,70,29
408,965,70,29
412,964,70,29
418,966,70,29
419,965,70,29
414,964,70,29
417,966,70,29
419,965,70,29
413,964,70,29
419,966,70,29
417,965,70,29
416,965,70,29
420,964,70,29
419,964,70,29
419,964,70,29
418,965,70,29
421,964,70,29
420,966,70,29
415,965,70,29
422,966,70,29
419,965,70,29
418,965,70,29
422,965,70,29
419,965,70,29
423,965,70,29
420,964,70,29
417,964,70,29
422,965,70,29
428,965,70,29
426,965,70,29
421,963,70,29
416,964,70,29
421,964,70,29
422,965,70,29
429,965,70,29
428,965,70,29
426,965,70,29
422,966,70,29
424,966,70,29
420,964,70,29
422,964,70,29
422,964,70,29
424,964,70,29
424,964,70,29
428,965,70,29
425,964,70,29
419,964,70,29
427,965,70,29
420,965,70,29
424,965,70,29
427,965,70,29
423,964,70,29
422,965,70,29
418,964,70,29
421,965,70,29
424,964,70,29
426,964,70,29
424,964,70,29
423,965,70,29
425,964,70,29
424,964,70,29
429,964,70,29
424,964,70,29
422,965,70,29
423,965,70,29
424,966,70,29
422,966,70,29
420,965,70,29
421,966,70,29
425,965,70,29
420,965,70,29
427,966,70,29
423,965,70,29
418,964,70,29
423,964,70,29
427,965,70,29
424,965,70,29
421,965,70,29
422,965,70,29
423,965,70,29
422,965,70,29
420,964,70,29
422,965,70,29
423,965,70,29
422,965,70,29
429,965,70,29
420,964,70,29
421,965,70,29
420,965,70,29
419,966,70,29
420,966,70,29
417,965,70,29
415,964,70,29
420,965,70,29
411,964,70,29
418,965,70,29
416,965,70,29
418,966,70,29
424,966,70,29
418,965,70,29
414,965,70,29
419,965,70,29
421,966,70,29
416,965,70,29
414,964,70,29
418,966,70,29
417,965,70,29
412,963,70,29
416,964,70,29
416,965,70,29
410,965,70,29
411,965,70,29
416,965,70,29
416,965,70,29
417,966,70,29
413,965,70,29
421,966,70,29
411,965,70,29
424,965,70,29
410,965,70,29
422,966,70,29
422,966,70,29
414,965,70,29
420,965,70,29
424,966,70,29
423,965,70,29
421,966,70,29
423,965,70,29
421,966,70,29
421,965,70,29
418,965,70,29
419,965,70,29
415,965,70,29
414,965,70,29
420,965,70,29
420,965,70,29
419,965,70,29
420,966,70,29
425,965,70,29
419,965,70,29
411,964,70,29
417,965,70,29
426,965,70,29
421,965,70,29
414,966,70,29
419,965,70,29
419,966,70,29
425,966,70,29
417,965,70,29
418,965,70,29
421,965,70,29
419,965,70,29
420,966,70,29
421,965,70,29
416,965,70,29
419,965,70,29
420,966,70,29
414,965,70,29
417,965,70,29
413,965,70,29
420,966,70,29
419,966,70,29
415,966,70,29
417,965,70,29
418,965,70,29
420,966,70,29
423,966,70,29
424,965,70,29
423,965,70,29
419,965,70,29
411,964,70,29
418,965,70,29
417,965,70,29
424,965,70,29
417,966,70,29
420,965,70,29
418,965,70,29
427,965,70,29
423,966,70,29
428,966,70,29
425,965,70,29
424,965,70,29
424,965,70,29
424,966,70,29
427,966,70,29
419,965,70,29
423,966,70,29
425,966,70,29
421,965,70,29
423,965,70,29
426,966,70,29
421,966,70,29
422,965,70,29
427,965,70,29
415,964,70,29
421,965,70,29
424,966,70,29
421,966,70,29
423,964,70,29
427,965,70,29
415,964,70,29
423,964,70,29
423,965,70,29
420,965,70,29
414,965,70,29
417,965,70,29
427,965,70,29
422,965,70,29
414,965,70,29
420,965,70,29
425,966,70,29
421,965,70,29
419,964,70,29
420,964,70,29
418,964,70,29
421,965,70,29
421,965,70,29
427,965,70,29
421,966,70,29
419,965,70,29
418,965,70,29
418,965,70,29
418,966,70,29
418,965,70,29
419,966,70,29
413,966,70,29
413,966,70,29
412,965,70,29
414,965,70,29
419,965,70,29
422,965,70,29
422,965,70,29
424,967,70,29
425,966,70,29
421,965,70,29
422,965,70,29
420,964,70,29
419,965,70,29
418,964,70,29
418,964,70,29
418,964,70,29
418,965,70,29
426,965,70,29
426,966,70,29
428,966,70,29
434,965,70,29
424,964,70,29
418,964,70,29
426,965,70,29
426,964,70,29
421,966,70,29
424,965,70,29
429,965,70,29
418,964,70,29
424,964,70,29
422,965,70,29
434,965,70,29
424,963,70,29
417,965,70,29
424,965,70,29
426,965,70,29
426,964,70,29
423,964,70,29
417,964,70,29
414,964,70,29
415,964,70,29
420,965,70,29
427,965,70,29
420,965,70,29
422,965,70,29
426,964,70,29
419,965,70,29
422,964,71,29
421,964,71,29
423,966,70,29
420,966,70,29
420,965,70,29
424,965,70,29
422,965,70,29
425,965,70,29
423,965,70,29
424,965,70,29
420,965,70,29
421,965,70,29
430,965,70,29
423,966,70,29
416,966,70,29
420,965,70,29
432,966,70,29
426,965,70,29
424,965,70,29
421,965,70,29
418,965,70,29
428,966,70,29
425,965,70,29
421,964,70,29
428,964,71,29
431,964,70,29
437,965,71,29
436,965,70,29
432,965,70,29
437,964,70,29
443,965,70,29
433,965,70,29
425,965,70,29
432,964,70,29
439,965,70,29
430,965,70,29
432,965,70,29
430,964,70,29
434,965,70,29
433,965,70,29
444,965,70,29
437,965,70,29
429,964,71,29
434,965,71,29
432,965,71,29
429,966,70,29
426,966,70,29
434,966,70,29
424,965,70,29
421,965,70,29
428,965,71,29
420,966,71,29
422,965,71,29
419,966,71,29
421,965,71,29
425,965,71,29
427,965,71,29
428,965,71,29
419,966,71,29
416,965,71,29
422,965,71,29
423,966,70,29
412,965,71,29
420,965,70,29
422,965,70,29
415,965,71,29
427,965,71,29
418,964,71,29
421,965,71,29
413,964,71,29
424,965,71,29
414,964,71,29
421,965,70,29
421,966,70,29
418,966,70,29
420,966,70,29
424,966,70,29
416,965,70,29
423,965,70,29
421,965,70,29
422,965,71,29
420,965,71,29
416,964,71,29
423,965,71,29
421,965,71,29
420,965,71,29
418,965,71,29
421,965,71,29
426,965,71,29
419,965,71,29
412,965,71,29
422,965,71,29
427,966,71,29
419,965,71,29
413,966,71,29
418,964,71,29
422,965,71,29
422,965,71,29
419,965,71,29
417,965,71,29
424,966,71,29
423,966,71,29
419,964,71,29
418,964,71,29
422,965,71,29
428,966,71,29
424,966,71,29
424,965,71,29
426,965,71,29
426,965,71,29
429,965,71,29
431,965,71,29
428,966,71,29
421,965,71,29
433,965,71,29
434,966,70,29
428,965,70,29
426,965,71,29
426,965,71,29
429,965,71,29
426,965,71,29
430,967,71,29
429,965,71,29
427,965,71,29
426,965,71,29
429,965,71,29
425,964,71,29
423,964,71,29
425,964,71,29
427,965,71,29
433,965,71,29
425,966,71,29
423,965,71,29
426,965,71,29
431,966,71,29
423,965,71,29
428,965,71,29
428,966,71,29
423,966,71,29
432,966,70,29
420,965,70,29
434,966,70,29
427,965,70,29
426,966,70,29
432,967,70,29
427,966,70,29
426,965,71,29
427,966,71,29
428,965,71,29
420,965,71,29
431,967,71,29
421,965,71,29
424,966,71,29
429,966,71,29
424,965,71,29
419,965,71,29
416,967,71,29
426,966,71,29
429,965,71,29
426,966,71,29
424,965,71,29
424,965,71,29
417,965,71,29
418,965,71,29
414,965,71,29
419,964,71,29
423,965,71,29
424,965,71,29
430,965,71,29
423,965,71,29
423,965,71,29
431,966,71,29
424,965,71,29
424,965,71,29
429,966,71,29
422,966,71,29
424,966,71,29
431,966,71,29
424,965,71,29
415,965,71,29
425,966,71,29
425,966,71,29
418,965,71,29
428,965,71,29
423,966,71,29
425,965,71,29
430,966,71,29
421,965,71,29
425,965,71,29
429,964,71,29
432,965,71,29
430,966,71,29
426,965,71,29
424,965,71,29
420,965,71,29
429,965,71,29
432,965,71,29
432,966,71,29
429,965,71,29
427,965,71,29
421,965,71,29
425,965,71,29
426,966,71,29
429,966,71,29
432,966,71,29
427,965,71,29
427,965,71,29
423,965,71,29
426,965,71,29
422,965,71,29
422,965,71,29
424,965,71,29
426,965,71,29
426,965,71,29
431,965,71,29
432,965,71,29
429,964,71,29
419,966,71,29
428,966,71,29
430,965,71,29
422,966,71,29
430,966,71,29
422,965,71,29
427,965,71,29
419,965,71,29
428,966,71,29
425,965,71,29
423,966,71,29
427,966,71,29
418,965,71,29
425,966,71,29
424,965,71,29
425,965,71,29
426,965,71,29
418,965,71,29
425,965,71,29
427,965,71,29
432,966,71,29
428,966,71,29
420,966,71,29
420,966,71,29
427,966,71,30
423,965,71,30
431,966,71,30
427,966,71,30
421,966,71,29
424,966,71,30
430,967,71,30
426,966,71,30
424,966,71,30
424,965,71,30
424,965,71,30
421,966,71,30
422,966,71,30
427,966,71,30
420,965,71,30
422,965,71,30
422,965,71,30
416,966,71,30
425,966,71,30
425,966,71,30
430,966,71,30
427,966,71,30
424,966,71,30
421,966,71,30
420,964,71,29
421,966,71,29
429,966,71,29
427,966,71,29
421,964,71,30
421,964,71,30
433,966,71,30
420,966,71,30
416,965,71,30
423,965,71,29
423,966,71,29
421,965,71,30
417,965,71,29
423,965,71,29
426,965,71,29
418,966,71,30
420,965,71,30
427,965,71,29
426,966,71,30
433,966,71,29
433,966,71,30
429,966,71,29
425,965,71,29
422,966,71,30
429,966,71,30
419,966,71,30
427,966,71,30
426,967,71,30
427,965,71,30
422,967,71,29
426,966,71,30
425,966,71,30
428,966,71,29
427,966,71,29
427,966,71,29
425,966,71,30
425,966,71,30
419,965,71,30
426,966,71,30
427,966,71,29
423,967,71,29
432,966,71,30
429,966,71,29
425,966,71,29
425,966,71,29
